SN,Province,District,Sector,Cellule,Village,Code_vil_1,NEP Revision July 2023,,,,,,,,,,,,,,,,,,
"7,137",West,Rusizi,Butare,Butanda,Gitega,36020103,SAS 2023,,,,,,,,,,,,,,,,,,
"7,138",West,Rusizi,Butare,Butanda,Murambi,36020104,GE,,,,,,,,,,,,,,,,,,
"7,139",West,Rusizi,Butare,Butanda,Mwoya,36020105,GE,,,,,,,,,,,,,,,,,,
"7,140",West,Rusizi,Butare,Butanda,Rugera,36020106,Fill In,,,,,,,,,,,,,,,,,,
"7,141",West,Rusizi,Butare,Butanda,Rujagi,36020107,Fill In,,,,,,,,,,,,,,,,,,
"7,142",West,Rusizi,Butare,Gatereri,Giciramata,36020201,GE,,,,,,,,,,,,,,,,,,
"7,143",West,Rusizi,Butare,Gatereri,Gisovu,36020202,N/A,,,,,,,,,,,,,,,,,,
"7,144",West,Rusizi,Butare,Gatereri,Kabuga,36020203,GE,,,,,,,,,,,,,,,,,,
"7,145",West,Rusizi,Butare,Gatereri,Karama,36020204,Fill In,,,,,,,,,,,,,,,,,,
"7,146",West,Rusizi,Butare,Gatereri,Kareba,36020205,Fill In,,,,,,,,,,,,,,,,,,
"7,147",West,Rusizi,Butare,Gatereri,Nyabitimbo,36020206,GE,,,,,,,,,,,,,,,,,,
"7,148",West,Rusizi,Butare,Gatereri,Nyaburenge,36020207,Fill In,,,,,,,,,,,,,,,,,,
"7,149",West,Rusizi,Butare,Gatereri,Nyakibanda,36020208,Fill In,,,,,,,,,,,,,,,,,,
"7,150",West,Rusizi,Butare,Gatereri,Nyambeho,36020209,GE,,,,,,,,,,,,,,,,,,
"7,151",West,Rusizi,Butare,Gatereri,Ruhinga,36020210,Fill In,,,,,,,,,,,,,,,,,,
"7,152",West,Rusizi,Butare,Gatereri,Rwibutso,36020211,Fill In,,,,,,,,,,,,,,,,,,
"7,153",West,Rusizi,Butare,Nyamihanda,Kenya,36020301,SAS,,,,,,,,,,,,,,,,,,
"7,154",West,Rusizi,Butare,Nyamihanda,Kirwano,36020302,Fill In,,,,,,,,,,,,,,,,,,
"7,155",West,Rusizi,Butare,Nyamihanda,Munkamba,36020303,Fill In,,,,,,,,,,,,,,,,,,
"7,156",West,Rusizi,Butare,Nyamihanda,Mwimerere,36020304,Fill In,,,,,,,,,,,,,,,,,,
"7,157",West,Rusizi,Butare,Nyamihanda,Ndengerezi,36020305,Fill In,,,,,,,,,,,,,,,,,,
"7,158",West,Rusizi,Butare,Nyamihanda,Rushwati,36020306,Fill In,,,,,,,,,,,,,,,,,,
"7,159",West,Rusizi,Butare,Rwambogo,Bisengo,36020401,Fill In,,,,,,,,,,,,,,,,,,
"7,160",West,Rusizi,Butare,Rwambogo,Buye,36020402,GE,,,,,,,,,,,,,,,,,,
"7,161",West,Rusizi,Butare,Rwambogo,Byimana,36020403,Fill In,,,,,,,,,,,,,,,,,,
"7,162",West,Rusizi,Butare,Rwambogo,Cyaruhiza,36020404,SAS 2023,,,,,,,,,,,,,,,,,,
"7,163",West,Rusizi,Butare,Rwambogo,Cyijuru,36020405,SAS,,,,,,,,,,,,,,,,,,
"7,164",West,Rusizi,Butare,Rwambogo,Gasumo,36020406,Fill In,,,,,,,,,,,,,,,,,,
"7,165",West,Rusizi,Butare,Rwambogo,Karambo,36020407,Fill In,,,,,,,,,,,,,,,,,,
"7,166",West,Rusizi,Butare,Rwambogo,Kigarama,36020408,Fill In,,,,,,,,,,,,,,,,,,
"7,167",West,Rusizi,Butare,Rwambogo,Nyaruteja,36020409,Fill In,,,,,,,,,,,,,,,,,,
"7,168",West,Rusizi,Butare,Rwambogo,Rutovu,36020410,Fill In,,,,,,,,,,,,,,,,,,
"7,169",West,Rusizi,Bweyeye,Gikungu,Kibonajoro,36030101,GE,,,,,,,,,,,,,,,,,,
"7,170",West,Rusizi,Bweyeye,Gikungu,Rwamagare,36030102,GE,,,,,,,,,,,,,,,,,,
"7,171",West,Rusizi,Bweyeye,Kiyabo,Bunyagiro,36030201,GE,,,,,,,,,,,,,,,,,,
"7,172",West,Rusizi,Bweyeye,Kiyabo,Matyazo,36030202,Fill In,,,,,,,,,,,,,,,,,,
"7,173",West,Rusizi,Bweyeye,Kiyabo,Mbisabasaba,36030203,GE,,,,,,,,,,,,,,,,,,
"7,174",West,Rusizi,Bweyeye,Kiyabo,Mudasomwa,36030204,Fill In,,,,,,,,,,,,,,,,,,
"7,175",West,Rusizi,Bweyeye,Kiyabo,Mutara,36030205,Fill In,,,,,,,,,,,,,,,,,,
"7,176",West,Rusizi,Bweyeye,Kiyabo,Ruhondo,36030206,GE,,,,,,,,,,,,,,,,,,
"7,177",West,Rusizi,Bweyeye,Kiyabo,Runege,36030207,Fill In,,,,,,,,,,,,,,,,,,
"7,178",West,Rusizi,Bweyeye,Kiyabo,Rutobo,36030208,GE,,,,,,,,,,,,,,,,,,
"7,179",West,Rusizi,Bweyeye,Murwa,Muyebe,36030301,Fill In,,,,,,,,,,,,,,,,,,
"7,180",West,Rusizi,Bweyeye,Murwa,Nyabigoma,36030302,Fill In,,,,,,,,,,,,,,,,,,
"7,181",West,Rusizi,Bweyeye,Nyamuzi,Gakopfo,36030401,SAS,,,,,,,,,,,,,,,,,,
"7,182",West,Rusizi,Bweyeye,Nyamuzi,Kigobe,36030402,GE,,,,,,,,,,,,,,,,,,
"7,183",West,Rusizi,Bweyeye,Nyamuzi,Muhiza,36030403,Fill In,,,,,,,,,,,,,,,,,,
"7,184",West,Rusizi,Bweyeye,Nyamuzi,Rwamisave,36030404,Fill In,,,,,,,,,,,,,,,,,,
"7,185",West,Rusizi,Bweyeye,Rasano,Banamba,36030501,Fill In,,,,,,,,,,,,,,,,,,
"7,186",West,Rusizi,Bweyeye,Rasano,Kabuga,36030502,Fill In,,,,,,,,,,,,,,,,,,
"7,187",West,Rusizi,Bweyeye,Rasano,Nyamirambo,36030503,Fill In,,,,,,,,,,,,,,,,,,
"7,188",West,Rusizi,Bweyeye,Rasano,Nyamutake,36030504,GE,,,,,,,,,,,,,,,,,,
"7,189",West,Rusizi,Bweyeye,Rasano,Runyami,36030505,Fill In,,,,,,,,,,,,,,,,,,
"7,190",West,Rusizi,Bweyeye,Rasano,Runyovu,36030506,Fill In,,,,,,,,,,,,,,,,,,
"7,191",West,Rusizi,Bweyeye,Rasano,Uwinzovu,36030507,GE,,,,,,,,,,,,,,,,,,
"7,192",West,Rusizi,Gashonga,Birembo,Mariba,36040101,N/A,,,,,,,,,,,,,,,,,,
"7,193",West,Rusizi,Gashonga,Birembo,Burama,36040102,N/A,,,,,,,,,,,,,,,,,,
"7,194",West,Rusizi,Gashonga,Buhokoro,Busekera,36040201,GE,,,,,,,,,,,,,,,,,,
"7,195",West,Rusizi,Gashonga,Buhokoro,Cyimbazi,36040202,GE,,,,,,,,,,,,,,,,,,
"7,196",West,Rusizi,Gashonga,Buhokoro,Gahinga,36040203,GE,,,,,,,,,,,,,,,,,,
"7,197",West,Rusizi,Gashonga,Buhokoro,Kabahizi,36040204,GE,,,,,,,,,,,,,,,,,,
"7,198",West,Rusizi,Gashonga,Buhokoro,Ryagacece,36040205,GE,,,,,,,,,,,,,,,,,,
"7,199",West,Rusizi,Gashonga,Kabakobwa,Gatare,36040301,GE,,,,,,,,,,,,,,,,,,
"7,200",West,Rusizi,Gashonga,Kabakobwa,Munini,36040302,GE,,,,,,,,,,,,,,,,,,
"7,201",West,Rusizi,Gashonga,Kabakobwa,Rango,36040303,Fill In,,,,,,,,,,,,,,,,,,
"7,202",West,Rusizi,Gashonga,Kabakobwa,Rwesero,36040304,GE,,,,,,,,,,,,,,,,,,
"7,203",West,Rusizi,Gashonga,Kacyuma,Mubuga,36040401,GE,,,,,,,,,,,,,,,,,,
"7,204",West,Rusizi,Gashonga,Kacyuma,Mukaba,36040402,GE,,,,,,,,,,,,,,,,,,
"7,205",West,Rusizi,Gashonga,Kacyuma,Rango,36040403,GE,,,,,,,,,,,,,,,,,,
"7,206",West,Rusizi,Gashonga,Kacyuma,Torero,36040404,GE,,,,,,,,,,,,,,,,,,
"7,207",West,Rusizi,Gashonga,Kamurehe,Gacyamo,36040501,GE,,,,,,,,,,,,,,,,,,
"7,208",West,Rusizi,Gashonga,Kamurehe,Gasharu,36040502,GE,,,,,,,,,,,,,,,,,,
"7,209",West,Rusizi,Gashonga,Kamurehe,Kamonyi,36040503,GE,,,,,,,,,,,,,,,,,,
"7,210",West,Rusizi,Gashonga,Kamurehe,Mashya,36040504,GE,,,,,,,,,,,,,,,,,,
"7,211",West,Rusizi,Gashonga,Kamurehe,Murehe,36040505,GE,,,,,,,,,,,,,,,,,,
"7,212",West,Rusizi,Gashonga,Kamurehe,Nyabihanga,36040506,GE,,,,,,,,,,,,,,,,,,
"7,213",West,Rusizi,Gashonga,Kamurehe,Rebero,36040507,Fill In,,,,,,,,,,,,,,,,,,
"7,214",West,Rusizi,Gashonga,Kamurehe,Shara,36040508,GE,,,,,,,,,,,,,,,,,,
"7,215",West,Rusizi,Gashonga,Karemereye,Kabaha,36040601,GE,,,,,,,,,,,,,,,,,,
"7,216",West,Rusizi,Gashonga,Karemereye,Kabahinda,36040602,GE,,,,,,,,,,,,,,,,,,
"7,217",West,Rusizi,Gashonga,Karemereye,Kagikongoro,36040603,GE,,,,,,,,,,,,,,,,,,
"7,218",West,Rusizi,Gashonga,Karemereye,Mibirizi,36040604,Fill In,,,,,,,,,,,,,,,,,,
"7,219",West,Rusizi,Gashonga,Karemereye,Rugarama,36040605,GE,,,,,,,,,,,,,,,,,,
"7,220",West,Rusizi,Gashonga,Muti,Gakombe,36040701,Fill In,,,,,,,,,,,,,,,,,,
"7,221",West,Rusizi,Gashonga,Muti,Kabeza,36040702,Fill In,,,,,,,,,,,,,,,,,,
"7,222",West,Rusizi,Gashonga,Muti,Karenge,36040703,GE,,,,,,,,,,,,,,,,,,
"7,223",West,Rusizi,Gashonga,Muti,Marebe,36040704,SAS 2023,,,,,,,,,,,,,,,,,,
"7,224",West,Rusizi,Gashonga,Muti,Rugende,36040705,SAS,,,,,,,,,,,,,,,,,,
"7,225",West,Rusizi,Gashonga,Rusayo,Bitaba,36040801,GE,,,,,,,,,,,,,,,,,,
"7,226",West,Rusizi,Gashonga,Rusayo,Kamuhana,36040802,GE,,,,,,,,,,,,,,,,,,
"7,227",West,Rusizi,Gashonga,Rusayo,Kibombwe,36040803,GE,,,,,,,,,,,,,,,,,,
"7,228",West,Rusizi,Gashonga,Rusayo,Kiremereye,36040804,GE,,,,,,,,,,,,,,,,,,
"7,229",West,Rusizi,Gashonga,Rusayo,Misave,36040805,GE,,,,,,,,,,,,,,,,,,
"7,230",West,Rusizi,Gashonga,Rusayo,Nyamutarama,36040806,GE,,,,,,,,,,,,,,,,,,
"7,231",West,Rusizi,Gashonga,Rusayo,Ryagatebe,36040807,GE,,,,,,,,,,,,,,,,,,
"7,232",West,Rusizi,Giheke,Cyendajuru,Burembo,36050101,SAS 2023,,,,,,,,,,,,,,,,,,
"7,233",West,Rusizi,Giheke,Cyendajuru,Kabeza,36050102,SAS 2023,,,,,,,,,,,,,,,,,,
"7,234",West,Rusizi,Giheke,Cyendajuru,Kibakure,36050103,GE,,,,,,,,,,,,,,,,,,
"7,235",West,Rusizi,Giheke,Cyendajuru,Murinzi,36050104,SAS 2023,,,,,,,,,,,,,,,,,,
"7,236",West,Rusizi,Giheke,Gakomeye,Buzi,36050201,GE,,,,,,,,,,,,,,,,,,
"7,237",West,Rusizi,Giheke,Gakomeye,Gacyamo,36050202,GE,,,,,,,,,,,,,,,,,,
"7,238",West,Rusizi,Giheke,Gakomeye,Kabuga,36050203,GE,,,,,,,,,,,,,,,,,,
"7,239",West,Rusizi,Giheke,Gakomeye,Kagarama,36050204,GE,,,,,,,,,,,,,,,,,,
"7,240",West,Rusizi,Giheke,Gakomeye,Ruvumbu,36050205,GE,,,,,,,,,,,,,,,,,,
"7,241",West,Rusizi,Giheke,Giheke,Karambo,36050301,SAS 2023,,,,,,,,,,,,,,,,,,
"7,242",West,Rusizi,Giheke,Giheke,Murambi,36050302,SAS 2023,,,,,,,,,,,,,,,,,,
"7,243",West,Rusizi,Giheke,Giheke,Rugombo,36050303,SAS 2023,,,,,,,,,,,,,,,,,,
"7,244",West,Rusizi,Giheke,Giheke,Rwumvangoma,36050304,SAS 2023,,,,,,,,,,,,,,,,,,
"7,245",West,Rusizi,Giheke,Giheke,Wimana,36050305,SAS 2023,,,,,,,,,,,,,,,,,,
"7,246",West,Rusizi,Giheke,Kamashangi,Gitwa,36050401,GE,,,,,,,,,,,,,,,,,,
"7,247",West,Rusizi,Giheke,Kamashangi,Isha,36050402,Fill In,,,,,,,,,,,,,,,,,,
"7,248",West,Rusizi,Giheke,Kamashangi,Kamuhozi,36050403,SAS 2023,,,,,,,,,,,,,,,,,,
"7,249",West,Rusizi,Giheke,Kamashangi,Rukombe,36050404,SAS 2023,,,,,,,,,,,,,,,,,,
"7,250",West,Rusizi,Giheke,Kigenge,Gahinga,36050501,Fill In,,,,,,,,,,,,,,,,,,
"7,251",West,Rusizi,Giheke,Kigenge,Gahurubuka,36050502,Fill In,,,,,,,,,,,,,,,,,,
"7,252",West,Rusizi,Giheke,Kigenge,Rwamiko,36050503,SAS 2023,,,,,,,,,,,,,,,,,,
"7,253",West,Rusizi,Giheke,Ntura,Bubanga,36050601,GE,,,,,,,,,,,,,,,,,,
"7,254",West,Rusizi,Giheke,Ntura,Kabujyogoro,36050602,SAS 2023,,,,,,,,,,,,,,,,,,
"7,255",West,Rusizi,Giheke,Ntura,Kabyuma,36050603,GE,,,,,,,,,,,,,,,,,,
"7,256",West,Rusizi,Giheke,Ntura,Karambi,36050604,GE,,,,,,,,,,,,,,,,,,
"7,257",West,Rusizi,Giheke,Ntura,Kavuye,36050605,GE,,,,,,,,,,,,,,,,,,
"7,258",West,Rusizi,Giheke,Ntura,Kigenge,36050606,GE,,,,,,,,,,,,,,,,,,
"7,259",West,Rusizi,Giheke,Ntura,Ntura,36050607,GE,,,,,,,,,,,,,,,,,,
"7,260",West,Rusizi,Giheke,Ntura,Rebero,36050608,GE,,,,,,,,,,,,,,,,,,
"7,261",West,Rusizi,Giheke,Rwega,Impala,36050701,GE,,,,,,,,,,,,,,,,,,
"7,262",West,Rusizi,Giheke,Rwega,Kanoga,36050702,GE,,,,,,,,,,,,,,,,,,
"7,263",West,Rusizi,Giheke,Rwega,Rwega,36050703,GE,,,,,,,,,,,,,,,,,,
"7,264",West,Rusizi,Giheke,Turambi,Kamuhoza,36050801,SAS 2023,,,,,,,,,,,,,,,,,,
"7,265",West,Rusizi,Giheke,Turambi,Munyove,36050802,SAS 2023,,,,,,,,,,,,,,,,,,
"7,266",West,Rusizi,Giheke,Turambi,Rwinkwavu,36050803,GE,,,,,,,,,,,,,,,,,,
"7,267",West,Rusizi,Giheke,Turambi,Turambi,36050804,Fill In,,,,,,,,,,,,,,,,,,
"7,268",West,Rusizi,Gihundwe,Burunga,Burunga,36060101,Fill In,,,,,,,,,,,,,,,,,,
"7,269",West,Rusizi,Gihundwe,Burunga,Cyapa,36060102,Fill In,,,,,,,,,,,,,,,,,,
"7,270",West,Rusizi,Gihundwe,Burunga,Cyunyu,36060103,Fill In,,,,,,,,,,,,,,,,,,
"7,271",West,Rusizi,Gihundwe,Burunga,Gacamahembe,36060104,Fill In,,,,,,,,,,,,,,,,,,
"7,272",West,Rusizi,Gihundwe,Burunga,Kamabuye,36060105,Fill In,,,,,,,,,,,,,,,,,,
"7,273",West,Rusizi,Gihundwe,Burunga,Kanombe,36060106,Fill In,,,,,,,,,,,,,,,,,,
"7,274",West,Rusizi,Gihundwe,Burunga,Karangiro,36060107,Fill In,,,,,,,,,,,,,,,,,,
"7,275",West,Rusizi,Gihundwe,Burunga,Karitasi,36060108,Fill In,,,,,,,,,,,,,,,,,,
"7,276",West,Rusizi,Gihundwe,Burunga,Karorabose,36060109,Fill In,,,,,,,,,,,,,,,,,,
"7,277",West,Rusizi,Gihundwe,Burunga,Karushaririza,36060110,Fill In,,,,,,,,,,,,,,,,,,
"7,278",West,Rusizi,Gihundwe,Gatsiro,Gahinga,36060201,Fill In,,,,,,,,,,,,,,,,,,
"7,279",West,Rusizi,Gihundwe,Gatsiro,Gikombe,36060202,Fill In,,,,,,,,,,,,,,,,,,
"7,280",West,Rusizi,Gihundwe,Gatsiro,Kavumu,36060203,Fill In,,,,,,,,,,,,,,,,,,
"7,281",West,Rusizi,Gihundwe,Gatsiro,Kinyereri,36060204,Fill In,,,,,,,,,,,,,,,,,,
"7,282",West,Rusizi,Gihundwe,Gatsiro,Mpongora,36060205,Fill In,,,,,,,,,,,,,,,,,,
"7,283",West,Rusizi,Gihundwe,Gatsiro,Rwahi,36060206,Fill In,,,,,,,,,,,,,,,,,,
"7,284",West,Rusizi,Gihundwe,Gatsiro,Tuwonane,36060207,Fill In,,,,,,,,,,,,,,,,,,
"7,285",West,Rusizi,Gihundwe,Gihaya,Budorozo,36060301,Fill In,,,,,,,,,,,,,,,,,,
"7,286",West,Rusizi,Gihundwe,Gihaya,Kinyaga,36060302,GE,,,,,,,,,,,,,,,,,,
"7,287",West,Rusizi,Gihundwe,Kagara,Bahemba,36060401,Fill In,,,,,,,,,,,,,,,,,,
"7,288",West,Rusizi,Gihundwe,Kagara,Kivoga,36060402,GE,,,,,,,,,,,,,,,,,,
"7,289",West,Rusizi,Gihundwe,Kagara,Nyandarama,36060403,GE,,,,,,,,,,,,,,,,,,
"7,290",West,Rusizi,Gihundwe,Kagara,Rubenga I,36060404,GE,,,,,,,,,,,,,,,,,,
"7,291",West,Rusizi,Gihundwe,Kagara,Rubenga Ii,36060405,Fill In,,,,,,,,,,,,,,,,,,
"7,292",West,Rusizi,Gihundwe,Kagara,Rukohwa,36060406,Fill In,,,,,,,,,,,,,,,,,,
"7,293",West,Rusizi,Gihundwe,Kamatita,Cyinzovu,36060501,Fill In,,,,,,,,,,,,,,,,,,
"7,294",West,Rusizi,Gihundwe,Kamatita,Gahwazi,36060502,Fill In,,,,,,,,,,,,,,,,,,
"7,295",West,Rusizi,Gihundwe,Kamatita,Kamanyenga,36060503,Fill In,,,,,,,,,,,,,,,,,,
"7,296",West,Rusizi,Gihundwe,Kamatita,Muhari,36060504,GE,,,,,,,,,,,,,,,,,,
"7,297",West,Rusizi,Gihundwe,Kamatita,Munyana,36060505,Fill In,,,,,,,,,,,,,,,,,,
"7,298",West,Rusizi,Gihundwe,Kamatita,Ngoma,36060506,GE,,,,,,,,,,,,,,,,,,
"7,299",West,Rusizi,Gihundwe,Shagasha,Bisanganira,36060601,Fill In,,,,,,,,,,,,,,,,,,
"7,300",West,Rusizi,Gihundwe,Shagasha,Gasharu,36060602,GE,,,,,,,,,,,,,,,,,,
"7,301",West,Rusizi,Gihundwe,Shagasha,Gitwa,36060603,Fill In,,,,,,,,,,,,,,,,,,
"7,302",West,Rusizi,Gihundwe,Shagasha,Kanoga,36060604,Fill In,,,,,,,,,,,,,,,,,,
"7,303",West,Rusizi,Gihundwe,Shagasha,Karambo,36060605,GE,,,,,,,,,,,,,,,,,,
"7,304",West,Rusizi,Gihundwe,Shagasha,Nyagatare,36060606,Fill In,,,,,,,,,,,,,,,,,,
"7,305",West,Rusizi,Gihundwe,Shagasha,Shagasha,36060607,Fill In,,,,,,,,,,,,,,,,,,
"7,306",West,Rusizi,Gikundamvura,Kizura,Gasharu,36070101,GE,,,,,,,,,,,,,,,,,,
"7,307",West,Rusizi,Gikundamvura,Kizura,Gitambi,36070102,SAS 2023,,,,,,,,,,,,,,,,,,
"7,308",West,Rusizi,Gikundamvura,Kizura,Hinduka,36070103,SAS 2023,,,,,,,,,,,,,,,,,,
"7,309",West,Rusizi,Gikundamvura,Kizura,Ituze,36070104,SAS 2023,,,,,,,,,,,,,,,,,,
"7,310",West,Rusizi,Gikundamvura,Kizura,Kamabuye,36070105,SAS 2023,,,,,,,,,,,,,,,,,,
"7,311",West,Rusizi,Gikundamvura,Kizura,Mubera,36070106,Fill In,,,,,,,,,,,,,,,,,,
"7,312",West,Rusizi,Gikundamvura,Kizura,Mutonga,36070107,GE,,,,,,,,,,,,,,,,,,
"7,313",West,Rusizi,Gikundamvura,Kizura,Ruhango,36070108,GE,,,,,,,,,,,,,,,,,,
"7,314",West,Rusizi,Gikundamvura,Kizura,Rukuraza,36070109,Fill In,,,,,,,,,,,,,,,,,,
"7,315",West,Rusizi,Gikundamvura,Kizura,Shanike,36070110,SAS 2023,,,,,,,,,,,,,,,,,,
"7,316",West,Rusizi,Gikundamvura,Mpinga,Birindiro,36070201,SAS 2023,,,,,,,,,,,,,,,,,,
"7,317",West,Rusizi,Gikundamvura,Mpinga,Busarabuye,36070202,SAS 2023,,,,,,,,,,,,,,,,,,
"7,318",West,Rusizi,Gikundamvura,Mpinga,Bushenge,36070203,SAS 2023,,,,,,,,,,,,,,,,,,
"7,319",West,Rusizi,Gikundamvura,Mpinga,Gihomba,36070204,SAS 2023,,,,,,,,,,,,,,,,,,
"7,320",West,Rusizi,Gikundamvura,Mpinga,Kaberenge,36070205,SAS 2023,,,,,,,,,,,,,,,,,,
"7,321",West,Rusizi,Gikundamvura,Mpinga,Kagari,36070206,GE,,,,,,,,,,,,,,,,,,
"7,322",West,Rusizi,Gikundamvura,Mpinga,Kirume,36070207,GE,,,,,,,,,,,,,,,,,,
"7,323",West,Rusizi,Gikundamvura,Mpinga,Matyazo,36070208,SAS 2023,,,,,,,,,,,,,,,,,,
"7,324",West,Rusizi,Gikundamvura,Mpinga,Mpuzamahanga,36070209,SAS 2023,,,,,,,,,,,,,,,,,,
"7,325",West,Rusizi,Gikundamvura,Mpinga,Mubuga,36070210,SAS 2023,,,,,,,,,,,,,,,,,,
"7,326",West,Rusizi,Gikundamvura,Mpinga,Mugerero,36070211,GE,,,,,,,,,,,,,,,,,,
"7,327",West,Rusizi,Gikundamvura,Mpinga,Nyabihanga,36070212,SAS 2023,,,,,,,,,,,,,,,,,,
"7,328",West,Rusizi,Gikundamvura,Mpinga,Rebero,36070213,SAS 2023,,,,,,,,,,,,,,,,,,
"7,329",West,Rusizi,Gikundamvura,Nyamigina,Binyaburanga,36070301,SAS 2023,,,,,,,,,,,,,,,,,,
"7,330",West,Rusizi,Gikundamvura,Nyamigina,Buhinga,36070302,SAS 2023,,,,,,,,,,,,,,,,,,
"7,331",West,Rusizi,Gikundamvura,Nyamigina,Bumaranyota,36070303,SAS 2023,,,,,,,,,,,,,,,,,,
"7,332",West,Rusizi,Gikundamvura,Nyamigina,Bwiza,36070304,SAS 2023,,,,,,,,,,,,,,,,,,
"7,333",West,Rusizi,Gikundamvura,Nyamigina,Jyambere,36070305,GE,,,,,,,,,,,,,,,,,,
"7,334",West,Rusizi,Gikundamvura,Nyamigina,Kanoga,36070306,GE,,,,,,,,,,,,,,,,,,
"7,335",West,Rusizi,Gikundamvura,Nyamigina,Kariba,36070307,SAS 2023,,,,,,,,,,,,,,,,,,
"7,336",West,Rusizi,Gitambi,Cyingwa,Kabucuku,36080101,SAS 2023,,,,,,,,,,,,,,,,,,
"7,337",West,Rusizi,Gitambi,Cyingwa,Kabugarama,36080102,SAS 2023,,,,,,,,,,,,,,,,,,
"7,338",West,Rusizi,Gitambi,Cyingwa,Mpinga,36080103,SAS 2023,,,,,,,,,,,,,,,,,,
"7,339",West,Rusizi,Gitambi,Cyingwa,Mugenge,36080104,SAS 2023,,,,,,,,,,,,,,,,,,
"7,340",West,Rusizi,Gitambi,Cyingwa,Rwihene,36080105,SAS 2023,,,,,,,,,,,,,,,,,,
"7,341",West,Rusizi,Gitambi,Gahungeri,Kamagaju,36080201,GE,,,,,,,,,,,,,,,,,,
"7,342",West,Rusizi,Gitambi,Gahungeri,Kamonyi,36080202,SAS,,,,,,,,,,,,,,,,,,
"7,343",West,Rusizi,Gitambi,Gahungeri,Kaninda,36080203,GE,,,,,,,,,,,,,,,,,,
"7,344",West,Rusizi,Gitambi,Gahungeri,Kazinda,36080204,GE,,,,,,,,,,,,,,,,,,
"7,345",West,Rusizi,Gitambi,Gahungeri,Kigarama,36080205,N/A,,,,,,,,,,,,,,,,,,
"7,346",West,Rusizi,Gitambi,Gahungeri,Mugerero,36080206,SAS 2023,,,,,,,,,,,,,,,,,,
"7,347",West,Rusizi,Gitambi,Gahungeri,Njambwe,36080207,GE,,,,,,,,,,,,,,,,,,
"7,348",West,Rusizi,Gitambi,Gahungeri,Nyakibingo,36080208,SAS 2023,,,,,,,,,,,,,,,,,,
"7,349",West,Rusizi,Gitambi,Gahungeri,Nyamaganda,36080209,SAS 2023,,,,,,,,,,,,,,,,,,
"7,350",West,Rusizi,Gitambi,Gahungeri,Nyantaba,36080210,GE,,,,,,,,,,,,,,,,,,
"7,351",West,Rusizi,Gitambi,Hangabashi,Kabonabose,36080301,Fill In,,,,,,,,,,,,,,,,,,
"7,352",West,Rusizi,Gitambi,Hangabashi,Kabuga,36080302,N/A,,,,,,,,,,,,,,,,,,
"7,353",West,Rusizi,Gitambi,Hangabashi,Karambo,36080303,GE,,,,,,,,,,,,,,,,,,
"7,354",West,Rusizi,Gitambi,Hangabashi,Kirehe,36080304,GE,,,,,,,,,,,,,,,,,,
"7,355",West,Rusizi,Gitambi,Hangabashi,Nzabuhaha,36080305,GE,,,,,,,,,,,,,,,,,,
"7,356",West,Rusizi,Gitambi,Hangabashi,Runanira,36080306,GE,,,,,,,,,,,,,,,,,,
"7,357",West,Rusizi,Gitambi,Mashesha,Busasamana,36080401,GE,,,,,,,,,,,,,,,,,,
"7,358",West,Rusizi,Gitambi,Mashesha,Idaga,36080402,GE,,,,,,,,,,,,,,,,,,
"7,359",West,Rusizi,Gitambi,Mashesha,Kankuba,36080403,SAS 2023,,,,,,,,,,,,,,,,,,
"7,360",West,Rusizi,Gitambi,Mashesha,Karama,36080404,GE,,,,,,,,,,,,,,,,,,
"7,361",West,Rusizi,Gitambi,Mashesha,Nyakivomero,36080405,SAS 2023,,,,,,,,,,,,,,,,,,
"7,362",West,Rusizi,Gitambi,Mashesha,Ruvuruga,36080406,SAS 2023,,,,,,,,,,,,,,,,,,
"7,363",West,Rusizi,Kamembe,Cyangugu,Gatovu,36090101,Fill In,,,,,,,,,,,,,,,,,,
"7,364",West,Rusizi,Kamembe,Cyangugu,Karambo,36090102,Fill In,,,,,,,,,,,,,,,,,,
"7,365",West,Rusizi,Kamembe,Cyangugu,Karangiro,36090103,Fill In,,,,,,,,,,,,,,,,,,
"7,366",West,Rusizi,Kamembe,Cyangugu,Mont Cyangugu,36090104,Fill In,,,,,,,,,,,,,,,,,,
"7,367",West,Rusizi,Kamembe,Cyangugu,Mundima,36090105,Fill In,,,,,,,,,,,,,,,,,,
"7,368",West,Rusizi,Kamembe,Cyangugu,Ngoma,36090106,Fill In,,,,,,,,,,,,,,,,,,
"7,369",West,Rusizi,Kamembe,Cyangugu,Ntwari,36090107,Fill In,,,,,,,,,,,,,,,,,,
"7,370",West,Rusizi,Kamembe,Gihundwe,Batero,36090201,Fill In,,,,,,,,,,,,,,,,,,
"7,371",West,Rusizi,Kamembe,Gihundwe,Burunga,36090202,Fill In,,,,,,,,,,,,,,,,,,
"7,372",West,Rusizi,Kamembe,Gihundwe,Kabeza,36090203,Fill In,,,,,,,,,,,,,,,,,,
"7,373",West,Rusizi,Kamembe,Gihundwe,Munyinya,36090204,Fill In,,,,,,,,,,,,,,,,,,
"7,374",West,Rusizi,Kamembe,Gihundwe,Murambi,36090205,Fill In,,,,,,,,,,,,,,,,,,
"7,375",West,Rusizi,Kamembe,Gihundwe,Nkurunziza,36090206,Fill In,,,,,,,,,,,,,,,,,,
